,Gender,Age,Profession,Region,Years_of_Experience,Prior_Awareness,Known_Models,Understanding_Rating,Understanding_1,Understanding_2,Understanding_3,Understanding_4,Understanding_5,Access_At_Work,Access_Route,Considered_Use,Use,Specific_Uses,Track_Important_Details,Find_Quick_Answers,Brainstorm_&_Diagnose,Generate_Prescriptions,Summarise_Research_Articles,Create_Educational_Materials,Treatment_Recommendations,Find_Quick_Answers_2,Brainstorm_&_Diagnose_2,Generate_Prescriptions_2,Summarise_Research_Articles_2,Create_Educational_Materials_2,Treatment_Recommendations_2,Daily_LLMs_Usage(mins),Daily_CCLs_Usage(mins),23. LLMs help me achieve my healthcare delivery goals. ,24. LLMs reduce my workload and save me time.,25. LLMs help me make informed and timely decisions.,26. LLMs keep me updated on healthcare related information.,27. LLMs are easily accessible and user-friendly. ,28. LLMs are trusted tools that uphold patient privacy and confidentiality. ,29. I am willing to take decisions based on the recommendations provided by LLMs.,30. The benefits of using LLMs outweigh any potential risks.,31. I am satisfied with LLMs.  ,32. I will recommend the use of LLMs by my colleagues in healthcare delivery. ,Preference,LLMs_Preferred_Aspects,CCLs_Preferred_Aspects,Areas_Of_Impact,Suggested_Improvement
52,Female,26 – 35,Medical Doctor,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,4,2,4,Yes,Mobile apps,No,No,,Never,Never,Never,Never,Never,Never,Never,Always,Always,Always,Always,Always,Frequently,0,30,1,1,1,1,4,3,2,3,3,3,Neutral,,,,
53,Female,26 – 35,Medical Doctor,Eastern,3 – 5 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,4,4,2,4,Yes,Mobile apps,No,No,,Never,Never,Never,Never,Never,Never,Never,Always,Always,Always,Always,Always,Frequently,0,30,1,1,1,1,4,3,2,3,3,3,Neutral,,,,
54,Female,26 – 35,Medical Laboratory Scientist,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,3,2,3,3,5,Yes,"Online Platforms or websites, Mobile apps",No,No,Medical information research,Never,Occasionally,Rarely,Never,Occasionally,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,30,0,4,4,4,4,4,4,4,4,4,5,Yes,,,,
55,Female,26 – 35,Medical Laboratory Scientist,Ashanti,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,3,2,3,3,5,Yes,"Online Platforms or websites, Mobile apps",No,No,Medical information research,Never,Occasionally,Rarely,Never,Occasionally,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,30,0,4,4,4,4,4,4,4,4,4,5,Yes,,,,
56,Male,36 – 45,Dietitian,Volta,More than 10 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,4,5,3,4,Yes,"Online Platforms or websites, Mobile apps",Yes,No,"Medical information research, Administrative writing",Never,Frequently,Never,Never,Frequently,Never,Occasionally,Frequently,Frequently,Never,Frequently,Frequently,Frequently,120,240,4,4,4,4,4,3,3,4,4,4,Neutral,,,,Availability of fast internet resources 
57,Male,36 – 45,Dietitian,Western North,More than 10 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,4,5,3,4,Yes,"Online Platforms or websites, Mobile apps",Yes,No,"Medical information research, Administrative writing",Never,Frequently,Never,Never,Frequently,Never,Occasionally,Frequently,Frequently,Never,Frequently,Frequently,Frequently,120,240,4,4,4,4,4,3,3,4,4,4,Neutral,,,,Availability of fast internet resources 
58,Male,26 – 35,Physiotherapist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Google’s BERT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,4,4,5,5,No,Mobile apps,Yes,Yes,"Medical information research, Diagnosis, Administrative writing, Therapy decision support",Always,Always,Frequently,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,Frequently,60,30,4,3,4,4,4,3,3,3,4,5,Yes,Research and report ,,"Pharmacy, documentation and research ",Enhanced features for health diagnosis 
59,Male,26 – 35,Physiotherapist,Ashanti,3 – 5 years,Yes,"ChatGPT, Google’s BERT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,4,4,5,5,No,Mobile apps,Yes,Yes,"Medical information research, Diagnosis, Administrative writing, Therapy decision support",Always,Always,Frequently,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,Frequently,60,30,4,3,4,4,4,3,3,3,4,5,Yes,Research and report ,,"Pharmacy, documentation and research ",Enhanced features for health diagnosis 
60,Female,26 – 35,Nutritionist,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,5,5,5,1,5,No,Mobile apps,Yes,Yes,Medical information research,Never,Rarely,Never,Never,Rarely,Frequently,Never,Never,Never,Never,Never,Never,Never,5,0,3,4,3,2,3,2,4,3,4,4,Yes,Research,,,
61,Male,26 – 35,Nutritionist,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,5,5,5,1,5,No,Mobile apps,Yes,Yes,Medical information research,Never,Rarely,Never,Never,Rarely,Frequently,Never,Never,Never,Never,Never,Never,Never,5,0,3,4,3,2,3,2,4,3,4,4,Yes,Research,,,
62,Male,36 – 45,Dietitian,Greater Accra,6 – 10 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,4,4,3,1,5,No,"Online Platforms or websites, Mobile apps",No,Yes,Therapy decision support,Never,Never,Never,Never,Occasionally,Occasionally,Never,Rarely,Never,Never,Frequently,Occasionally,Always,5,15,2,2,2,1,3,3,2,2,3,3,No,,Due its unknown source of information ,Providing Intervention ,Addition of source of information 
63,Male,36 – 45,Dietitian,Eastern,6 – 10 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,4,4,3,1,5,No,"Online Platforms or websites, Mobile apps",No,Yes,Therapy decision support,Never,Never,Never,Never,Occasionally,Occasionally,Never,Rarely,Never,Never,Frequently,Occasionally,Always,5,15,2,2,2,1,3,3,2,2,3,3,No,,Due its unknown source of information ,Providing Intervention ,Addition of source of information 
64,Male,26 – 35,Medical Doctor,Ashanti,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,5,5,4,1,4,Yes,"Online Platforms or websites, Mobile apps",No,No,Language translation,Never,Never,Rarely,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,10,10,2,2,2,2,4,3,3,2,3,3,Neutral,,,,
65,Male,26 – 35,Medical Doctor,Greater Accra,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,5,5,4,1,4,Yes,"Online Platforms or websites, Mobile apps",No,No,Language translation,Never,Never,Rarely,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,10,10,2,2,2,2,4,3,3,2,3,3,Neutral,,,,
66,Female,26 – 35,Nurse,Greater Accra,3 – 5 years,Maybe,Google’s BERT,1  - I know very little to nothing about LLMs,3,3,3,2,2,No,Mobile apps,No,No,Diagnosis,Rarely,Occasionally,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Rarely,30,20,3,3,3,3,3,3,3,3,3,3,Neutral,Google ,,,
67,Female,26 – 35,Nurse,Eastern,3 – 5 years,Maybe,Google’s BERT,1  - I know very little to nothing about LLMs,3,3,3,2,2,No,Mobile apps,No,No,Diagnosis,Rarely,Occasionally,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Rarely,30,20,3,3,3,3,3,3,3,3,3,3,Neutral,Google ,,,
68,Male,26 – 35,Medical Doctor,Greater Accra,3 – 5 years,Maybe,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,1,2,2,3,2,Yes,Mobile apps,No,Yes,Medical information research,Never,Occasionally,Never,Frequently,Rarely,Frequently,Occasionally,Frequently,Rarely,Rarely,Occasionally,Occasionally,Occasionally,10,0,4,4,2,4,4,3,3,3,5,5,Neutral,,,Surgery ,
69,Female,26 – 35,Medical Doctor,Greater Accra,3 – 5 years,Maybe,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,1,2,2,3,2,Yes,Mobile apps,No,Yes,Medical information research,Never,Occasionally,Never,Frequently,Rarely,Frequently,Occasionally,Frequently,Rarely,Rarely,Occasionally,Occasionally,Occasionally,10,0,4,4,2,4,4,3,3,3,5,5,Neutral,,,Surgery ,
70,Female,26 – 35,Dietitian,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,5,5,1,4,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Medical information research, Administrative writing, Language translation",Rarely,Occasionally,Occasionally,Never,Frequently,Occasionally,Occasionally,Rarely,Never,Never,Rarely,Rarely,Never,60,10,4,3,4,5,5,4,4,1,4,4,Yes,Chatgtp and Meta AI summary of health related articles,,In research,Include more of africa key indigenous languages 
71,Male,26 – 35,Dietitian,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,4,5,5,1,4,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Medical information research, Administrative writing, Language translation",Rarely,Occasionally,Occasionally,Never,Frequently,Occasionally,Occasionally,Rarely,Never,Never,Rarely,Rarely,Never,60,10,4,3,4,5,5,4,4,1,4,4,Yes,Chatgtp and Meta AI summary of health related articles,,In research,Include more of africa key indigenous languages 
72,Female,26 – 35,Nutritionist,Greater Accra,3 – 5 years,Yes,ChatGPT,1  - I know very little to nothing about LLMs,3,1,2,2,1,No,Mobile apps,No,No,,Never,Never,Never,Never,Never,Never,Never,"Occasionally, Frequently","Frequently, Always",Never,"Occasionally, Frequently",Frequently,Occasionally,0,30,3,3,3,3,3,3,3,3,3,3,No,,,,
73,Female,26 – 35,Nutritionist,Central,3 – 5 years,Yes,ChatGPT,1  - I know very little to nothing about LLMs,3,1,2,2,1,No,Mobile apps,No,No,,Never,Never,Never,Never,Never,Never,Never,"Occasionally, Frequently","Frequently, Always",Never,"Occasionally, Frequently",Frequently,Occasionally,0,30,3,3,3,3,3,3,3,3,3,3,No,,,,
74,Male,26 – 35,Nutritionist,Bono East,6 – 10 years,Yes,Claude AI,2 -  I know a bit about LLMs but not a lot,2,1,3,1,2,No,Non,No,No,Clinical documentation of patient information,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,0,1,1,1,2,2,3,4,1,2,2,No,,It doesn't support learning ,Mo,
75,Male,26 – 35,Nutritionist,Ashanti,6 – 10 years,Yes,Claude AI,2 -  I know a bit about LLMs but not a lot,2,1,3,1,2,No,Non,No,No,Clinical documentation of patient information,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,0,0,1,1,1,2,2,3,4,1,2,2,No,,It doesn't support learning ,Mo,
76,Female,26 – 35,Physiotherapist,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,2,2,2,3,2,Yes,Mobile apps,No,No,Therapy decision support,Never,Rarely,Frequently,Never,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,20,20,2,2,2,2,2,2,3,3,2,2,Neutral,,,Evidence based practice,Should be easily accessible 
77,Male,26 – 35,Physiotherapist,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,2,2,2,3,2,Yes,Mobile apps,No,No,Therapy decision support,Never,Rarely,Frequently,Never,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,20,20,2,2,2,2,2,2,3,3,2,2,Neutral,,,Evidence based practice,Should be easily accessible 
78,Female,26 – 35,Medical Doctor,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,2,1,4,Yes,"Online Platforms or websites, Mobile apps, Subscription-based services",Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support",Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,360,480,4,4,4,4,5,4,3,4,5,5,Neutral,,,,
79,Female,26 – 35,Medical Doctor,Ashanti,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,4,3,2,1,4,Yes,"Online Platforms or websites, Mobile apps, Subscription-based services",Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support",Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,360,480,4,4,4,4,5,4,3,4,5,5,Neutral,,,,
80,Male,26 – 35,Physician Assistant,Central,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,5,5,1,5,Yes,Mobile apps,Yes,No,Administrative writing,Never,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,60,60,3,4,3,2,5,2,2,3,4,4,Neutral,For administrative purposes ,LLMs are not entirely perfect ,Yes,LLMs in healthcare should be used for literature purposes 
81,Male,26 – 35,Physician Assistant,North East,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,5,5,1,5,Yes,Mobile apps,Yes,No,Administrative writing,Never,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,60,60,3,4,3,2,5,2,2,3,4,4,Neutral,For administrative purposes ,LLMs are not entirely perfect ,Yes,LLMs in healthcare should be used for literature purposes 
82,Female,36 – 45,Nurse,Greater Accra,More than 10 years,No,Meta AI,2 -  I know a bit about LLMs but not a lot,5,4,4,1,4,No,Mobile apps,Yes,Maybe,"Medical information research, Language translation",Rarely,Rarely,Rarely,Never,Rarely,Occasionally,Rarely,Rarely,Rarely,Rarely,Occasionally,Rarely,Rarely,20,30,3,2,3,3,3,3,4,3,3,4,Yes,All the aspects of it,,Diagnosis and treatment ,Education and training 
83,Female,36 – 45,Nurse,Ashanti,More than 10 years,No,Meta AI,2 -  I know a bit about LLMs but not a lot,5,4,4,1,4,No,Mobile apps,Yes,Maybe,"Medical information research, Language translation",Rarely,Rarely,Rarely,Never,Rarely,Occasionally,Rarely,Rarely,Rarely,Rarely,Occasionally,Rarely,Rarely,20,30,3,2,3,3,3,3,4,3,3,4,Yes,All the aspects of it,,Diagnosis and treatment ,Education and training 
84,Female,26 – 35,Medical Laboratory Scientist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot",1  - I know very little to nothing about LLMs,4,4,4,1,2,Yes,Mobile apps,No,Maybe,"Medical information research, Administrative writing, Language translation",Never,Rarely,Rarely,Never,Occasionally,Rarely,Rarely,Rarely,Occasionally,Rarely,Occasionally,Rarely,Rarely,60,45,3,4,3,4,4,2,3,2,3,2,Neutral,,,,
85,Female,26 – 35,Medical Laboratory Scientist,Ashanti,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot",1  - I know very little to nothing about LLMs,4,4,4,1,2,Yes,Mobile apps,No,Maybe,"Medical information research, Administrative writing, Language translation",Never,Rarely,Rarely,Never,Occasionally,Rarely,Rarely,Rarely,Occasionally,Rarely,Occasionally,Rarely,Rarely,60,45,3,4,3,4,4,2,3,2,3,2,Neutral,,,,
86,Female,26 – 35,Midwife,Greater Accra,Less than 3 years,Yes,ChatGPT,1  - I know very little to nothing about LLMs,4,4,4,4,4,Yes,Online Platforms or websites,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing",Occasionally,Rarely,Rarely,Never,Occasionally,Occasionally,Rarely,Never,Never,Never,Rarely,Rarely,Never,30,30,4,4,4,4,4,4,4,4,4,4,Yes,It’s easy to access ,,Nursing ,
87,Female,26 – 35,Midwife,Eastern,Less than 3 years,Yes,ChatGPT,1  - I know very little to nothing about LLMs,4,4,4,4,4,Yes,Online Platforms or websites,Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing",Occasionally,Rarely,Rarely,Never,Occasionally,Occasionally,Rarely,Never,Never,Never,Rarely,Rarely,Never,30,30,4,4,4,4,4,4,4,4,4,4,Yes,It’s easy to access ,,Nursing ,
88,Female,36 – 45,Medical Doctor,Greater Accra,6 – 10 years,Yes,ChatGPT,2 -  I know a bit about LLMs but not a lot,3,4,3,1,3,Yes,"Online Platforms or websites, Mobile apps",No,No,Language translation,Rarely,Frequently,Occasionally,Never,Frequently,Occasionally,Rarely,Always,Always,Always,Always,Always,Always,10,0,2,3,2,4,3,2,2,2,2,2,No,,CCLs more trusted in my opinion,,Constant professional review 
89,Male,36 – 45,Medical Doctor,Greater Accra,6 – 10 years,Yes,ChatGPT,2 -  I know a bit about LLMs but not a lot,3,4,3,1,3,Yes,"Online Platforms or websites, Mobile apps",No,No,Language translation,Rarely,Frequently,Occasionally,Never,Frequently,Occasionally,Rarely,Always,Always,Always,Always,Always,Always,10,0,2,3,2,4,3,2,2,2,2,2,No,,CCLs more trusted in my opinion,,Constant professional review 
90,Female,18 – 25,Medical Doctor,Ashanti,Less than 3 years,Yes,ChatGPT,3 -  I know a good amount about LLMs and can talk about it confidently,5,5,1,1,1,Yes,"Online Platforms or websites, Mobile apps",Yes,Maybe,Diagnosis,Occasionally,Occasionally,Occasionally,Never,Occasionally,"Rarely, Occasionally",Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,100,240,5,5,5,5,5,5,5,5,5,5,Yes,LLMs provide more current information than CCLs,,,Medical personnel should be trained to maximize LLMs
91,Female,18 – 25,Medical Doctor,Central,Less than 3 years,Yes,ChatGPT,3 -  I know a good amount about LLMs and can talk about it confidently,5,5,1,1,1,Yes,"Online Platforms or websites, Mobile apps",Yes,Maybe,Diagnosis,Occasionally,Occasionally,Occasionally,Never,Occasionally,"Rarely, Occasionally",Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,100,240,5,5,5,5,5,5,5,5,5,5,Yes,LLMs provide more current information than CCLs,,,Medical personnel should be trained to maximize LLMs
92,Male,18 – 25,Pharmacist,Greater Accra,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Claude AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,3,4,1,2,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Medical information research, Diagnosis",Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Frequently,Frequently,"Never, Frequently","Never, Frequently","Frequently, Always","Never, Frequently","Never, Frequently","Never, Frequently",10,120,3,4,3,2,4,3,3,2,3,3,No,,,,
93,Male,18 – 25,Pharmacist,Western North,Less than 3 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Claude AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,5,3,4,1,2,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Medical information research, Diagnosis",Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Frequently,Frequently,"Never, Frequently","Never, Frequently","Frequently, Always","Never, Frequently","Never, Frequently","Never, Frequently",10,120,3,4,3,2,4,3,3,2,3,3,No,,,,
