,Gender,Age,Profession,Region,Work_Experience(yrs),Pre-study Awareness,Models_Used,Participant Understanding Rating,Participant Understanding Rating_encoded,Access,Mode_of_Access,Use_Consideration,Use,Tasks,LLM_Duration(mins),CCL_Duration(mins),Preference,LLM_Adv,CCL_Adv,Impact_Areas,Recommendations,Track_Important_Details,Find_Quick_Answers,Brainstorm_&_Diagnose,Generate_Prescriptions,Summarise_Research_Articles,Create_Educational_Materials,Treatment_Recommendations,CCL_Find_Quick_Answers,CCL_Brainstorm_&_Diagnose,CCL_Generate_Prescriptions,CCL_Summarise_Research_Articles,CCL_Create_Educational_Materials,CCL_Treatment_Recommendations,Understanding_Rate,Understanding_Rate_encoded,Value,Efficiency,Safety,Reliabilty
52,Female,26 – 35,Medical Doctor,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,No,No,,0,30,Neutral,,,,,Never,Never,Never,Never,Never,Never,Never,Always,Always,Always,Always,Always,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Strongly Disagree,Neutral,Neutral
53,Female,26 – 35,Medical Doctor,Eastern,3 – 5 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,Mobile apps,No,No,,0,30,Neutral,,,,,Never,Never,Never,Never,Never,Never,Never,Always,Always,Always,Always,Always,Frequently,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Strongly Disagree,Neutral,Neutral
54,Female,26 – 35,Medical Laboratory Scientist,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,Low,Yes,"Online Platforms or websites, Mobile apps",No,No,Medical information research,30,0,Yes,,,,,Never,Occasionally,Rarely,Never,Occasionally,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
55,Female,26 – 35,Medical Laboratory Scientist,Ashanti,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,Low,Yes,"Online Platforms or websites, Mobile apps",No,No,Medical information research,30,0,Yes,,,,,Never,Occasionally,Rarely,Never,Occasionally,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,High,3 -  I know a good amount about LLMs and can talk about it confidently,Agree,Agree,Agree,Agree
56,Male,36 – 45,Dietitian,Volta,More than 10 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,"Online Platforms or websites, Mobile apps",Yes,No,"Medical information research, Administrative writing",120,240,Neutral,,,,Internet Connectivity,Never,Frequently,Never,Never,Frequently,Never,Occasionally,Frequently,Frequently,Never,Frequently,Frequently,Frequently,Very High,4 -  I have extensive knowledge about LLMs and I am considered an expert in its use,Agree,Agree,Agree,Agree
57,Male,36 – 45,Dietitian,Western North,More than 10 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,"Online Platforms or websites, Mobile apps",Yes,No,"Medical information research, Administrative writing",120,240,Neutral,,,,Internet Connectivity,Never,Frequently,Never,Never,Frequently,Never,Occasionally,Frequently,Frequently,Never,Frequently,Frequently,Frequently,Very High,4 -  I have extensive knowledge about LLMs and I am considered an expert in its use,Agree,Agree,Agree,Agree
58,Male,26 – 35,Physiotherapist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Google’s BERT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,No,Mobile apps,Yes,Yes,"Medical information research, Diagnosis, Administrative writing, Therapy decision support",60,30,Yes,Information processing and generative capability,,Research,Enhance Diagnostic Features,Always,Always,Frequently,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Agree,Neutral,Agree
59,Male,26 – 35,Physiotherapist,Ashanti,3 – 5 years,Yes,"ChatGPT, Google’s BERT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,No,Mobile apps,Yes,Yes,"Medical information research, Diagnosis, Administrative writing, Therapy decision support",60,30,Yes,Information processing and generative capability,,Research,Enhance Diagnostic Features,Always,Always,Frequently,Rarely,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Agree,Neutral,Agree
60,Female,26 – 35,Nutritionist,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,Low,No,Mobile apps,Yes,Yes,Medical information research,5,0,Yes,Information processing and generative capability,,,,Never,Rarely,Never,Never,Rarely,Frequently,Never,Never,Never,Never,Never,Never,Never,High,3 -  I know a good amount about LLMs and can talk about it confidently,Neutral,Neutral,Disagree,Agree
61,Male,26 – 35,Nutritionist,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,Low,No,Mobile apps,Yes,Yes,Medical information research,5,0,Yes,Information processing and generative capability,,,,Never,Rarely,Never,Never,Rarely,Frequently,Never,Never,Never,Never,Never,Never,Never,High,3 -  I know a good amount about LLMs and can talk about it confidently,Neutral,Neutral,Disagree,Agree
62,Male,36 – 45,Dietitian,Greater Accra,6 – 10 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,"Online Platforms or websites, Mobile apps",No,Yes,Therapy decision support,5,15,No,,Trusted and credible,Treatment,Information Referencing,Never,Never,Never,Never,Occasionally,Occasionally,Never,Rarely,Never,Never,Frequently,Occasionally,Always,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Disagree,Disagree,Neutral
63,Male,36 – 45,Dietitian,Eastern,6 – 10 years,Yes,"ChatGPT, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,No,"Online Platforms or websites, Mobile apps",No,Yes,Therapy decision support,5,15,No,,Trusted and credible,Treatment,Information Referencing,Never,Never,Never,Never,Occasionally,Occasionally,Never,Rarely,Never,Never,Frequently,Occasionally,Always,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Disagree,Disagree,Neutral
64,Male,26 – 35,Medical Doctor,Ashanti,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",No,No,Language translation,10,10,Neutral,,,,,Never,Never,Rarely,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Disagree,Disagree,Neutral
65,Male,26 – 35,Medical Doctor,Greater Accra,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",No,No,Language translation,10,10,Neutral,,,,,Never,Never,Rarely,Never,Occasionally,Occasionally,Never,Never,Never,Never,Never,Never,Never,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Disagree,Disagree,Neutral
66,Female,26 – 35,Nurse,Greater Accra,3 – 5 years,Maybe,Google’s BERT,1  - I know very little to nothing about LLMs,Low,No,Mobile apps,No,No,Diagnosis,30,20,Neutral,Information processing and generative capability,,,,Rarely,Occasionally,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Low,1  - I know very little to nothing about LLMs,Neutral,Neutral,Neutral,Neutral
67,Female,26 – 35,Nurse,Eastern,3 – 5 years,Maybe,Google’s BERT,1  - I know very little to nothing about LLMs,Low,No,Mobile apps,No,No,Diagnosis,30,20,Neutral,Information processing and generative capability,,,,Rarely,Occasionally,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Low,1  - I know very little to nothing about LLMs,Neutral,Neutral,Neutral,Neutral
68,Male,26 – 35,Medical Doctor,Greater Accra,3 – 5 years,Maybe,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,No,Yes,Medical information research,10,0,Neutral,,,Surgery,,Never,Occasionally,Never,Frequently,Rarely,Frequently,Occasionally,Frequently,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Agree,Neutral,Agree
69,Female,26 – 35,Medical Doctor,Greater Accra,3 – 5 years,Maybe,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,No,Yes,Medical information research,10,0,Neutral,,,Surgery,,Never,Occasionally,Never,Frequently,Rarely,Frequently,Occasionally,Frequently,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Moderate,2 -  I know a bit about LLMs but not a lot,Agree,Agree,Neutral,Agree
70,Female,26 – 35,Dietitian,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Medical information research, Administrative writing, Language translation",60,10,Yes,Information processing and generative capability,,Research,Internet Connectivity,Rarely,Occasionally,Occasionally,Never,Frequently,Occasionally,Occasionally,Rarely,Never,Never,Rarely,Rarely,Never,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Disagree,Agree
71,Male,26 – 35,Dietitian,Greater Accra,3 – 5 years,Yes,"ChatGPT, Meta AI",2 -  I know a bit about LLMs but not a lot,Moderate,Yes,"Online Platforms or websites, Mobile apps",Yes,Yes,"Medical information research, Administrative writing, Language translation",60,10,Yes,Information processing and generative capability,,Research,Internet Connectivity,Rarely,Occasionally,Occasionally,Never,Frequently,Occasionally,Occasionally,Rarely,Never,Never,Rarely,Rarely,Never,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Agree,Disagree,Agree
72,Female,26 – 35,Nutritionist,Greater Accra,3 – 5 years,Yes,ChatGPT,1  - I know very little to nothing about LLMs,Low,No,Mobile apps,No,No,,0,30,No,,,,,Never,Never,Never,Never,Never,Never,Never,"Occasionally, Frequently","Frequently, Always",Never,"Occasionally, Frequently",Frequently,Occasionally,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Neutral,Neutral,Neutral
73,Female,26 – 35,Nutritionist,Central,3 – 5 years,Yes,ChatGPT,1  - I know very little to nothing about LLMs,Low,No,Mobile apps,No,No,,0,30,No,,,,,Never,Never,Never,Never,Never,Never,Never,"Occasionally, Frequently","Frequently, Always",Never,"Occasionally, Frequently",Frequently,Occasionally,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Neutral,Neutral,Neutral
74,Male,26 – 35,Nutritionist,Bono East,6 – 10 years,Yes,Claude AI,2 -  I know a bit about LLMs but not a lot,Moderate,No,Non,No,No,Clinical documentation of patient information,0,0,No,,Not Favourable,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Low,1  - I know very little to nothing about LLMs,Disagree,Strongly Disagree,Disagree,Neutral
75,Male,26 – 35,Nutritionist,Ashanti,6 – 10 years,Yes,Claude AI,2 -  I know a bit about LLMs but not a lot,Moderate,No,Non,No,No,Clinical documentation of patient information,0,0,No,,Not Favourable,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Low,1  - I know very little to nothing about LLMs,Disagree,Strongly Disagree,Disagree,Neutral
76,Female,26 – 35,Physiotherapist,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,Low,Yes,Mobile apps,No,No,Therapy decision support,20,20,Neutral,,,Clinical Practice,Accessibilty,Never,Rarely,Frequently,Never,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Disagree,Disagree,Disagree,Disagree
77,Male,26 – 35,Physiotherapist,Greater Accra,3 – 5 years,No,"ChatGPT, Meta AI",1  - I know very little to nothing about LLMs,Low,Yes,Mobile apps,No,No,Therapy decision support,20,20,Neutral,,,Clinical Practice,Accessibilty,Never,Rarely,Frequently,Never,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Disagree,Disagree,Disagree,Disagree
78,Female,26 – 35,Medical Doctor,Greater Accra,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,"Online Platforms or websites, Mobile apps, Subscription-based services",Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support",360,480,Neutral,,,,,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Agree,Agree,Agree
79,Female,26 – 35,Medical Doctor,Ashanti,Less than 3 years,Yes,"ChatGPT, Meta AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,"Online Platforms or websites, Mobile apps, Subscription-based services",Yes,Yes,"Clinical documentation of patient information, Medical information research, Diagnosis, Prescription and dosage writing, Administrative writing, Therapy decision support",360,480,Neutral,,,,,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Moderate,2 -  I know a bit about LLMs but not a lot,Strongly Agree,Agree,Agree,Agree
80,Male,26 – 35,Physician Assistant,Central,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,No,Administrative writing,60,60,Neutral,Information processing and generative capability,Trusted and credible,,LLMs in healthcare should be used for literature purposes ,Never,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Neutral,Disagree,Neutral
81,Male,26 – 35,Physician Assistant,North East,6 – 10 years,Yes,"ChatGPT, Microsoft Copilot, Meta AI, Gemini AI",3 -  I know a good amount about LLMs and can talk about it confidently,High,Yes,Mobile apps,Yes,No,Administrative writing,60,60,Neutral,Information processing and generative capability,Trusted and credible,,LLMs in healthcare should be used for literature purposes ,Never,Never,Never,Never,Never,Never,Never,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,High,3 -  I know a good amount about LLMs and can talk about it confidently,Strongly Agree,Neutral,Disagree,Neutral
82,Female,36 – 45,Nurse,Greater Accra,More than 10 years,No,Meta AI,2 -  I know a bit about LLMs but not a lot,Moderate,No,Mobile apps,Yes,Maybe,"Medical information research, Language translation",20,30,Yes,Versatility,,Diagnosis and treatment ,Improve Training,Rarely,Rarely,Rarely,Never,Rarely,Occasionally,Rarely,Rarely,Rarely,Rarely,Occasionally,Rarely,Rarely,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Neutral,Neutral,Agree
83,Female,36 – 45,Nurse,Ashanti,More than 10 years,No,Meta AI,2 -  I know a bit about LLMs but not a lot,Moderate,No,Mobile apps,Yes,Maybe,"Medical information research, Language translation",20,30,Yes,Versatility,,Diagnosis and treatment ,Improve Training,Rarely,Rarely,Rarely,Never,Rarely,Occasionally,Rarely,Rarely,Rarely,Rarely,Occasionally,Rarely,Rarely,Moderate,2 -  I know a bit about LLMs but not a lot,Neutral,Neutral,Neutral,Agree
84,Female,26 – 35,Medical Laboratory Scientist,Greater Accra,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot",1  - I know very little to nothing about LLMs,Low,Yes,Mobile apps,No,Maybe,"Medical information research, Administrative writing, Language translation",60,45,Neutral,,,,,Never,Rarely,Rarely,Never,Occasionally,Rarely,Rarely,Rarely,Occasionally,Rarely,Occasionally,Rarely,Rarely,Low,1  - I know very little to nothing about LLMs,Agree,Agree,Disagree,Neutral
85,Female,26 – 35,Medical Laboratory Scientist,Ashanti,3 – 5 years,Yes,"ChatGPT, Microsoft Copilot",1  - I know very little to nothing about LLMs,Low,Yes,Mobile apps,No,Maybe,"Medical information research, Administrative writing, Language translation",60,45,Neutral,,,,,Never,Rarely,Rarely,Never,Occasionally,Rarely,Rarely,Rarely,Occasionally,Rarely,Occasionally,Rarely,Rarely,Low,1  - I know very little to nothing about LLMs,Agree,Agree,Disagree,Neutral
